,#term ID,term description,observed gene count,background gene count,strength,false discovery rate,matching proteins in your network (IDs),matching proteins in your network (labels)
87,GO:0010941,Regulation of cell death,39,1651,0.29,0.0088,"9606.ENSP00000217131,9606.ENSP00000239243,9606.ENSP00000256015,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000325526,9606.ENSP00000336923,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356468,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363827,9606.ENSP00000365682,9606.ENSP00000366070,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000373489,9606.ENSP00000375066,9606.ENSP00000405004,9606.ENSP00000422176,9606.ENSP00000425824,9606.ENSP00000428924,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000497112,9606.ENSP00000499251,9606.ENSP00000501092","CTSZ,MSX2,BTG1,TBX3,THBS1,SLC9A3R1,TP63,EGFR,DUSP6,CAPN2,HPGD,TPD52L1,PPP2R1B,DAB2,BIN1,WNT11,ARHGAP10,TGM2,NENF,IVNS1ABP,DHCR24,GSN,HSPG2,TLE1,RILPL1,ANXA1,GATA3,KRT18,HCAR2,ACVR1,CAST,CAMK2D,LYN,YAP1,TCF7L2,EFNB2,HOXA13,NUAK2,TFAP2A"
88,GO:0045605,Negative regulation of epidermal cell differentiation,4,14,1.37,0.0088,"9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000264731,9606.ENSP00000495564","HES1,MSX2,TP63,GRHL2"
89,GO:0032878,Regulation of establishment or maintenance of cell polarity,5,30,1.14,0.0091,"9606.ENSP00000247226,9606.ENSP00000347532,9606.ENSP00000362924,9606.ENSP00000368632,9606.ENSP00000376333","PLEKHG3,SHTN1,GSN,GATA3,LLGL2"
90,GO:0050678,Regulation of epithelial cell proliferation,15,366,0.53,0.0095,"9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000260356,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000275493,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000341170,9606.ENSP00000364526,9606.ENSP00000368632,9606.ENSP00000377721,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716","LAMB1,HES1,THBS1,TP63,CDK6,EGFR,GLUL,DAB2,PTN,JCAD,GATA3,NR2F2,YAP1,TCF7L2,EFNB2"
91,GO:0007155,Cell adhesion,27,965,0.36,0.0096,"9606.ENSP00000070846,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000249014,9606.ENSP00000260356,9606.ENSP00000274341,9606.ENSP00000275493,9606.ENSP00000279022,9606.ENSP00000296585,9606.ENSP00000299339,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000343129,9606.ENSP00000358765,9606.ENSP00000364526,9606.ENSP00000366109,9606.ENSP00000367817,9606.ENSP00000373489,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000425556,9606.ENSP00000455215,9606.ENSP00000455507,9606.ENSP00000493716,9606.ENSP00000495564","PKP2,LAMB1,HES1,CDC42EP1,THBS1,HAPLN1,EGFR,MYL9,ITGA2,CLDN10,EPHB3,PARVA,TRIM29,TPBG,JCAD,ANXA1,PODXL,KRT18,PRTG,LAMA1,ACVR1,ADAM9,PALLD,ADGRG1,OBSCN,EFNB2,GRHL2"
92,GO:0022612,Gland morphogenesis,8,104,0.8,0.0096,"9606.ENSP00000239243,9606.ENSP00000257566,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000355330,9606.ENSP00000374309,9606.ENSP00000497112","MSX2,TBX3,SLC9A3R1,TP63,EGFR,TGM2,LAMA1,HOXA13"
93,GO:0032989,Cellular component morphogenesis,20,603,0.44,0.0101,"9606.ENSP00000261918,9606.ENSP00000279022,9606.ENSP00000327145,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000355124,9606.ENSP00000358765,9606.ENSP00000368632,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000399511,9606.ENSP00000425556,9606.ENSP00000455507,9606.ENSP00000486285,9606.ENSP00000493716","SEMA7A,MYL9,FLNC,EPHB3,PTN,ANO1,SHTN1,PLXNB1,KRT19,TPBG,GATA3,PRTG,LAMA1,EPHB2,CRPPA,TNIK,PALLD,OBSCN,FARP1,EFNB2"
94,GO:0051128,Regulation of cellular component organization,50,2365,0.24,0.0109,"9606.ENSP00000160373,9606.ENSP00000220325,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000249014,9606.ENSP00000256015,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000295006,9606.ENSP00000296585,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000349351,9606.ENSP00000351338,9606.ENSP00000357131,9606.ENSP00000358413,9606.ENSP00000358765,9606.ENSP00000360108,9606.ENSP00000362924,9606.ENSP00000363827,9606.ENSP00000366109,9606.ENSP00000367263,9606.ENSP00000367817,9606.ENSP00000367991,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000374309,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000386456,9606.ENSP00000389326,9606.ENSP00000399511,9606.ENSP00000419446,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000428924,9606.ENSP00000432568,9606.ENSP00000435585,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000486285,9606.ENSP00000493716,9606.ENSP00000497112","CTTNBP2,EHD4,LAMB1,HES1,MSX2,CDC42EP1,BTG1,THBS1,SEMA7A,EGFR,GRHL3,CAPN2,ITGA2,DAB2,BIN1,WNT11,EPHB3,PTN,SHTN1,BICD2,PLXNB1,ARHGAP18,ZDHHC6,TPBG,DNAJC6,GSN,HSPG2,ANXA1,AHNAK,PODXL,SEPTIN8,GATA3,AGRN,LAMA1,NFATC2,EPHB2,AAK1,ACE2,TNIK,ADAM9,MACROH2A1,CAMK2D,LYN,SPTBN2,EPS8L2,YAP1,DPF3,FARP1,EFNB2,HOXA13"
95,GO:0035115,Embryonic forelimb morphogenesis,5,32,1.11,0.0113,"9606.ENSP00000239243,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000497112,9606.ENSP00000501092","MSX2,TBX3,TP63,HOXA13,TFAP2A"
96,GO:0001501,Skeletal system development,18,513,0.46,0.0116,"9606.ENSP00000225929,9606.ENSP00000225964,9606.ENSP00000231121,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000274341,9606.ENSP00000325526,9606.ENSP00000351338,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000363117,9606.ENSP00000374377,9606.ENSP00000392028,9606.ENSP00000495564,9606.ENSP00000497112,9606.ENSP00000501092","HSD17B1,COL1A1,HAND1,HOXB7,MSX2,TBX3,TP63,HAPLN1,WNT11,PLXNB1,SULF2,TGM2,FGR,RFLNA,CHD7,GRHL2,HOXA13,TFAP2A"
97,GO:0051179,Localization,81,4512,0.17,0.0118,"9606.ENSP00000004531,9606.ENSP00000070846,9606.ENSP00000075120,9606.ENSP00000199389,9606.ENSP00000215957,9606.ENSP00000220325,9606.ENSP00000225964,9606.ENSP00000247225,9606.ENSP00000254508,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000262613,9606.ENSP00000265978,9606.ENSP00000267842,9606.ENSP00000275493,9606.ENSP00000296585,9606.ENSP00000297258,9606.ENSP00000299339,9606.ENSP00000300245,9606.ENSP00000301336,9606.ENSP00000301904,9606.ENSP00000304032,9606.ENSP00000308122,9606.ENSP00000311291,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000316905,9606.ENSP00000320378,9606.ENSP00000320688,9606.ENSP00000322373,9606.ENSP00000325526,9606.ENSP00000335247,9606.ENSP00000336127,9606.ENSP00000341170,9606.ENSP00000346206,9606.ENSP00000346809,9606.ENSP00000347454,9606.ENSP00000348931,9606.ENSP00000349351,9606.ENSP00000351742,9606.ENSP00000355330,9606.ENSP00000356465,9606.ENSP00000358413,9606.ENSP00000358765,9606.ENSP00000360108,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363827,9606.ENSP00000364032,9606.ENSP00000365413,9606.ENSP00000366070,9606.ENSP00000366109,9606.ENSP00000366299,9606.ENSP00000367991,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000370408,9606.ENSP00000373489,9606.ENSP00000376293,9606.ENSP00000376333,9606.ENSP00000381588,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385616,9606.ENSP00000386456,9606.ENSP00000386881,9606.ENSP00000389326,9606.ENSP00000399511,9606.ENSP00000402760,9606.ENSP00000423563,9606.ENSP00000424544,9606.ENSP00000428924,9606.ENSP00000432568,9606.ENSP00000455507,9606.ENSP00000463978,9606.ENSP00000480221,9606.ENSP00000482760,9606.ENSP00000487363,9606.ENSP00000498246,9606.ENSP00000499251","SLC7A2,PKP2,SLC2A3,EIF2AK1,MICALL1,EHD4,COL1A1,SGPP1,NUP210,TBX3,THBS1,SLC9A3R1,FAM160A2,SLC27A2,EGFR,ITGA2,FABP5,CLDN10,AKTIP,RILP,SCARA3,STARD5,ATP6V0A4,SLCO2A1,DAB2,BIN1,SFXN1,SLC7A8,SLC25A36,PLEKHF2,WNT11,STARD10,TTC7B,PTN,TAP1,PGAP1,ANO1,FABP7,BICD2,TFEB,TGM2,RAB32,ZDHHC6,TPBG,DNAJC6,DHCR24,GSN,FGR,HSPG2,TAP2,SLC28A3,RILPL1,ANXA1,SLC25A39,SEPTIN8,GATA3,AGRN,CDX2,KRT18,OSBPL6,LLGL2,TMPRSS2,EPHB2,COLEC12,SUN2,AAK1,DYSF,ACE2,TNIK,SLC22A5,MACROH2A1,TUSC3,LYN,SPTBN2,OBSCN,SLC16A3,ANXA8L1,PCSK6,HAVCR1,ABCG2,NUAK2"
98,GO:0072176,Nephric duct development,4,16,1.31,0.0122,"9606.ENSP00000325526,9606.ENSP00000368632,9606.ENSP00000464162,9606.ENSP00000493716","WNT11,GATA3,GREB1L,EFNB2"
99,GO:0010647,Positive regulation of cell communication,39,1693,0.28,0.0132,"9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000254436,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000296585,9606.ENSP00000297258,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000307900,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000325526,9606.ENSP00000347454,9606.ENSP00000351338,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000358765,9606.ENSP00000363117,9606.ENSP00000364526,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000383053,9606.ENSP00000386456,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486891","LAMB1,COL1A1,HES1,MSX2,TRIM21,THBS1,SEMA7A,SLC9A3R1,TP63,EGFR,ITGA2,FABP5,IRS1,TPD52L1,GLUL,PPP2R1B,DAB2,WNT11,ANO1,PLXNB1,SULF2,TGM2,NENF,TPBG,FGR,JCAD,GATA3,LAMA1,HCAR2,EPHB2,AAK1,TNIK,ERN1,ACVR1,ADAM9,LYN,ADGRG1,YAP1,TCF7L2"
100,GO:0030030,Cell projection organization,30,1158,0.33,0.0132,"9606.ENSP00000215957,9606.ENSP00000220325,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264059,9606.ENSP00000296861,9606.ENSP00000301336,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000341170,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000362924,9606.ENSP00000366070,9606.ENSP00000368632,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000374490,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000399511,9606.ENSP00000425556,9606.ENSP00000428924,9606.ENSP00000486285,9606.ENSP00000493716,9606.ENSP00000496438","MICALL1,EHD4,LAMB1,HES1,SEMA7A,SLC9A3R1,EFHD1,TNFRSF21,RILP,EPHB3,PARVA,PTN,ANO1,SHTN1,PLXNB1,TPBG,GSN,RILPL1,GATA3,PRTG,LAMA1,DNAH17,EPHB2,CRPPA,TNIK,PALLD,LYN,FARP1,EFNB2,S1PR2"
101,GO:0033993,Response to lipid,24,827,0.38,0.0133,"9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000260356,9606.ENSP00000275493,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000304895,9606.ENSP00000313391,9606.ENSP00000325526,9606.ENSP00000358421,9606.ENSP00000366109,9606.ENSP00000377721,9606.ENSP00000383053,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000439689,9606.ENSP00000445122,9606.ENSP00000449960,9606.ENSP00000478927,9606.ENSP00000493716,9606.ENSP00000497112","COL1A1,HES1,MSX2,THBS1,EGFR,CAPN2,HPGD,ITGA2,IRS1,DAB2,WNT11,HSD3B1,ANXA1,NR2F2,EPHB2,ACVR1,ADAM9,LYN,TRERF1,HSD3B2,CALCOCO1,YAP1,EFNB2,HOXA13"
102,GO:0023056,Positive regulation of signaling,39,1698,0.28,0.0138,"9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000254436,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000296585,9606.ENSP00000297258,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000307900,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000325526,9606.ENSP00000347454,9606.ENSP00000351338,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000358765,9606.ENSP00000363117,9606.ENSP00000364526,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000383053,9606.ENSP00000386456,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486891","LAMB1,COL1A1,HES1,MSX2,TRIM21,THBS1,SEMA7A,SLC9A3R1,TP63,EGFR,ITGA2,FABP5,IRS1,TPD52L1,GLUL,PPP2R1B,DAB2,WNT11,ANO1,PLXNB1,SULF2,TGM2,NENF,TPBG,FGR,JCAD,GATA3,LAMA1,HCAR2,EPHB2,AAK1,TNIK,ERN1,ACVR1,ADAM9,LYN,ADGRG1,YAP1,TCF7L2"
103,GO:0120036,Plasma membrane bounded cell projection organization,29,1112,0.33,0.0151,"9606.ENSP00000215957,9606.ENSP00000220325,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264059,9606.ENSP00000296861,9606.ENSP00000301336,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000362924,9606.ENSP00000366070,9606.ENSP00000368632,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000374490,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000399511,9606.ENSP00000425556,9606.ENSP00000428924,9606.ENSP00000486285,9606.ENSP00000493716,9606.ENSP00000496438","MICALL1,EHD4,LAMB1,HES1,SEMA7A,SLC9A3R1,EFHD1,TNFRSF21,RILP,EPHB3,PARVA,PTN,SHTN1,PLXNB1,TPBG,GSN,RILPL1,GATA3,PRTG,LAMA1,DNAH17,EPHB2,CRPPA,TNIK,PALLD,LYN,FARP1,EFNB2,S1PR2"
104,GO:0030155,Regulation of cell adhesion,23,784,0.38,0.0156,"9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000260356,9606.ENSP00000265734,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000332118,9606.ENSP00000351338,9606.ENSP00000351602,9606.ENSP00000355330,9606.ENSP00000356515,9606.ENSP00000366109,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000383053,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000493716","LAMB1,COL1A1,HES1,THBS1,CDK6,ITGA2,TNFRSF21,DAB2,CD276,EPHB3,PLXNB1,FUT4,TGM2,UTRN,ANXA1,PODXL,GATA3,LAMA1,EPHB2,ADAM9,LYN,ADGRG1,EFNB2"
105,GO:0022008,Neurogenesis,32,1290,0.31,0.0158,"9606.ENSP00000215957,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264059,9606.ENSP00000265734,9606.ENSP00000296861,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000356581,9606.ENSP00000358765,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000377721,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000385616,9606.ENSP00000399511,9606.ENSP00000425556,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000478061,9606.ENSP00000486285,9606.ENSP00000493716","MICALL1,LAMB1,HES1,SEMA7A,SLC9A3R1,EFHD1,CDK6,TNFRSF21,WNT11,EPHB3,PTN,ANO1,SHTN1,PLXNB1,ADGRG6,TPBG,ANXA1,GATA3,AGRN,PRTG,LAMA1,NR2F2,EPHB2,CRPPA,SUN2,TNIK,PALLD,LYN,ADGRG1,MARCKS,FARP1,EFNB2"
106,GO:0030900,Forebrain development,15,391,0.5,0.0163,"9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000261918,9606.ENSP00000265734,9606.ENSP00000275493,9606.ENSP00000332118,9606.ENSP00000346809,9606.ENSP00000358421,9606.ENSP00000377721,9606.ENSP00000383053,9606.ENSP00000385616,9606.ENSP00000392028,9606.ENSP00000445122,9606.ENSP00000455215","LAMB1,HES1,TBX3,SEMA7A,CDK6,EGFR,EPHB3,PGAP1,HSD3B1,NR2F2,EPHB2,SUN2,CHD7,HSD3B2,ADGRG1"
107,GO:0065009,Regulation of molecular function,60,3085,0.2,0.0163,"9606.ENSP00000014914,9606.ENSP00000217131,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247226,9606.ENSP00000254436,9606.ENSP00000260356,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000296585,9606.ENSP00000300245,9606.ENSP00000303192,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000351338,9606.ENSP00000355330,9606.ENSP00000356515,9606.ENSP00000357131,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000365643,9606.ENSP00000366109,9606.ENSP00000367263,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000376333,9606.ENSP00000377721,9606.ENSP00000383053,9606.ENSP00000389326,9606.ENSP00000401445,9606.ENSP00000419235,9606.ENSP00000419446,9606.ENSP00000422176,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000455507,9606.ENSP00000480221,9606.ENSP00000481721,9606.ENSP00000482760,9606.ENSP00000486285,9606.ENSP00000486891,9606.ENSP00000495564","GPRC5A,CTSZ,HAND1,HES1,MSX2,PLEKHG3,TRIM21,THBS1,ARHGAP29,PPP2R5A,SLC9A3R1,TP63,EGFR,GRHL3,ITGA2,AKTIP,RGL1,IRS1,TPD52L1,PPP2R1B,DAB2,BIN1,WNT11,EPHB3,PARVA,ARHGAP10,PTN,PLXNB1,TGM2,UTRN,ARHGAP18,DHCR24,GSN,FGR,RGS3,DOCK9,ANXA1,AHNAK,GATA3,AGRN,LLGL2,NR2F2,EPHB2,ACE2,ERN1,TCAF1,ADAM9,CAST,MACROH2A1,CAMK2D,CEBPA,LYN,EPS8L2,OBSCN,ANXA8L1,TBC1D2,PCSK6,FARP1,TCF7L2,GRHL2"
108,GO:0045785,Positive regulation of cell adhesion,17,485,0.46,0.0165,"9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000265734,9606.ENSP00000296585,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000351602,9606.ENSP00000355330,9606.ENSP00000356515,9606.ENSP00000366109,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000493716","LAMB1,HES1,CDK6,ITGA2,DAB2,CD276,FUT4,TGM2,UTRN,ANXA1,PODXL,GATA3,LAMA1,ADAM9,LYN,ADGRG1,EFNB2"
109,GO:0048667,Cell morphogenesis involved in neuron differentiation,16,438,0.48,0.0165,"9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000368632,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000425556,9606.ENSP00000486285,9606.ENSP00000493716","HES1,SEMA7A,SLC9A3R1,EPHB3,PTN,SHTN1,PLXNB1,TPBG,GATA3,PRTG,LAMA1,EPHB2,CRPPA,PALLD,FARP1,EFNB2"
110,GO:0021537,Telencephalon development,12,263,0.58,0.0166,"9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000265734,9606.ENSP00000275493,9606.ENSP00000332118,9606.ENSP00000358421,9606.ENSP00000383053,9606.ENSP00000385616,9606.ENSP00000392028,9606.ENSP00000445122,9606.ENSP00000455215","LAMB1,HES1,SEMA7A,CDK6,EGFR,EPHB3,HSD3B1,EPHB2,SUN2,CHD7,HSD3B2,ADGRG1"
111,GO:0150104,Transport across blood-brain barrier,7,86,0.83,0.0166,"9606.ENSP00000004531,9606.ENSP00000075120,9606.ENSP00000262613,9606.ENSP00000297258,9606.ENSP00000320378,9606.ENSP00000402760,9606.ENSP00000498246","SLC7A2,SLC2A3,SLC9A3R1,FABP5,SLC7A8,SLC22A5,ABCG2"
112,GO:0045944,Positive regulation of transcription by RNA polymerase II,31,1250,0.31,0.0192,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000243056,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000313391,9606.ENSP00000324693,9606.ENSP00000351742,9606.ENSP00000363377,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000381382,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000420267,9606.ENSP00000427514,9606.ENSP00000439689,9606.ENSP00000449960,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000486891,9606.ENSP00000495564,9606.ENSP00000497112,9606.ENSP00000501092","HAND1,HES1,HOXB7,HOXC13,MICAL2,TBX3,TP63,EGFR,GRHL3,DAB2,GRHL1,TFEB,FOXO4,GATA3,AGRN,CDX2,NR2F2,NFATC2,TCF4,CHD7,ACVR1,NR6A1,CEBPA,TRERF1,CALCOCO1,YAP1,DPF3,TCF7L2,GRHL2,HOXA13,TFAP2A"
113,GO:0051960,Regulation of nervous system development,16,447,0.47,0.0197,"9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000296861,9606.ENSP00000316779,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000355330,9606.ENSP00000358765,9606.ENSP00000368678,9606.ENSP00000373937,9606.ENSP00000383053,9606.ENSP00000392028,9606.ENSP00000428924,9606.ENSP00000478927","HES1,SEMA7A,TNFRSF21,BIN1,EPHB3,PTN,SHTN1,PLXNB1,TGM2,TPBG,AGRN,PRTG,EPHB2,CHD7,LYN,YAP1"
114,GO:0008360,Regulation of cell shape,9,155,0.68,0.0207,"9606.ENSP00000249014,9606.ENSP00000262613,9606.ENSP00000329219,9606.ENSP00000334008,9606.ENSP00000351338,9606.ENSP00000357131,9606.ENSP00000363117,9606.ENSP00000363654,9606.ENSP00000366109","CDC42EP1,SLC9A3R1,FMNL1,PARVA,PLXNB1,ARHGAP18,FGR,PALM2AKAP2,ANXA1"
115,GO:0014070,Response to organic cyclic compound,24,861,0.36,0.0211,"9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000260356,9606.ENSP00000262613,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000313391,9606.ENSP00000355330,9606.ENSP00000358421,9606.ENSP00000366109,9606.ENSP00000377721,9606.ENSP00000383115,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000439689,9606.ENSP00000445122,9606.ENSP00000449960,9606.ENSP00000478927,9606.ENSP00000497112","COL1A1,HES1,MSX2,THBS1,SLC9A3R1,EGFR,DUSP6,HPGD,ITGA2,DAB2,TGM2,HSD3B1,ANXA1,NR2F2,COLEC12,ACVR1,ADAM9,CEBPA,LYN,TRERF1,HSD3B2,CALCOCO1,YAP1,HOXA13"
